
   _____          _____  ______    _____ ______ _______ __  __
  / ____|   /\   |  __ \|  ____|  |_   _|  ____|__   __|  \/  |
 | |       /  \  | |__) | |__       | | | |__     | |  | \  / |
 | |      / /\ \ |  ___/|  __|      | | |  __|    | |  | |\/| |
 | |____ / ____ \| |    | |____    _| |_| |____   | |  | |  | |
  \_____/_/    \_\_|    |______|  |_____|______|  |_|  |_|  |_|



Jeecg  Boot Version: 3.4.4
Spring Boot Version: 2.6.14 (v2.6.14)


2026-08-06 23:39:17.911 [background-preinit] [34mINFO [0;39m [36morg.hibernate.validator.internal.util.Version:21[0;39m - HV000001: Hibernate Validator 6.2.5.Final
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for /dmodule/identAndStatusSection[1]/dmAddress[1]/text()[3]
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for /dmodule/identAndStatusSection[1]/text()[2]
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for /dmodule/identAndStatusSection[1]/dmStatus[1]
Matches both "*" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for /dmodule/identAndStatusSection[1]/dmStatus[1]/text()[1]
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for /dmodule/identAndStatusSection[1]/dmStatus[1]/security[1]
Matches both "*" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for /dmodule/identAndStatusSection[1]/dmStatus[1]/text()[2]
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]
Matches both "*" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/text()[1]
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]
Matches both "*" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/text()[1]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/dataDistribution[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/text()[2]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/exportControl[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/exportControl[1]/text()[1]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/exportControl[1]/exportRegistrationStmt[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/exportControl[1]/exportRegistrationStmt[1]/text()[1]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/exportControl[1]/exportRegistrationStmt[1]/simplePara[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/exportControl[1]/exportRegistrationStmt[1]/text()[2]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/exportControl[1]/text()[2]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/text()[3]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/dataHandling[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/text()[4]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/dataDestruction[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/text()[5]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/dataDisclosure[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInstructions[1]/text()[6]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/text()[2]
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInfo[1]
Matches both "*" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInfo[1]/text()[1]
Matches both "text()" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInfo[1]/copyright[1]
Matches both "*" on line 18 of
  jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInfo[1]/copyright[1]/text()[1]
Matches both "text()" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInfo[1]/copyright[1]/copyrightPara[1]
Matches both "*" on line 18 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
and "node()" on line 28 of jar:file:/D:/workspace/IETM/cape-ietm-java/jeecg-module-system/jeecg-system-start/target/jeecg-system-start-3.4.4.jar!/BOOT-INF/lib/jeecg-module-ietm-3.4.4.jar!/ietm/S1000D40/xsl/PreProcessing%20StyleSheets/preprocessAddCountAttributes.xsl
No more warnings will be displayed
Warning at mode (unnamed) 
  XTDE0540  Ambiguous rule match for
  /dmodule/identAndStatusSection[1]/dmStatus[1]/dataRestrictions[1]/restrictionInfo[1]/copyright[1]/copyrightPara[1]/text()[1]
